1 2.0258
2 2.0064
3 1.928
4 1.8292
5 1.786
6 1.8246
7 1.8948
8 1.9596
9 2.0186
10 2.0791
11 2.1436
12 2.2088
13 2.2708
14 2.3272
15 2.3778
16 2.4239
17 2.4674
18 2.5104
19 2.5543
20 2.6
21 2.6479
22 2.6978
23 2.7492
24 2.8014
25 2.8536
26 2.905
27 2.9551
28 3.0034
29 3.0495
30 3.0932
31 3.1344
32 3.1732
33 3.2094
34 3.2433
35 3.2749
36 3.3043
37 3.3317
38 3.3573
39 3.3811
40 3.4033
41 3.4241
42 3.4434
43 3.4615
44 3.4784
45 3.4943
46 3.5092
47 3.5232
48 3.5363
49 3.5486
50 3.5603
